Date,Ticker,Price,Score,Position,Ret,StratRet,Equity,Action
1999-05-19,AAPL,0.3391336500644684,0.7311228852308883,1.0,-0.0013811108649055548,-0.0013811108649055548,0.7512790237852986,BUY
1999-05-20,AAPL,0.3189634382724762,0.8370235720789075,1.0,-0.05947570165378124,-0.05947570165378124,0.7065961767079002,BUY
1999-05-21,AAPL,0.3297521770000458,0.8020740792776498,1.0,0.033824374310742256,0.033824374310742256,0.7304963502754076,BUY
1999-05-24,AAPL,0.3147422969341278,0.8749426000109771,1.0,-0.04551866860280318,-0.04551866860280318,0.6972451289916641,BUY
1999-05-25,AAPL,0.31145891547203064,0.8328563371828988,1.0,-0.010431967657605123,-0.010431967657605123,0.6899714903566003,BUY
1999-05-26,AAPL,0.33069026470184326,0.7385848709775887,1.0,0.06174602258749484,0.06174602258749484,0.7325744855848865,BUY
1999-05-27,AAPL,0.32646888494491577,0.7952573711112729,1.0,-0.012765358426059414,-0.012765358426059414,0.7232229097026093,BUY
1999-05-28,AAPL,0.33069026470184326,0.7359884668878671,1.0,0.0129304198703033,0.0129304198703033,0.7325744855848865,BUY
1999-06-01,AAPL,0.3363194465637207,0.738238673374316,1.0,0.017022520656762685,0.017022520656762685,0.7450447498983725,BUY
1999-06-02,AAPL,0.34945327043533325,0.640444009867281,1.0,0.039051633813640185,0.039051633813640185,0.774139964646179,HOLD
1999-06-03,AAPL,0.3560197353363037,0.5967614545951128,1.0,0.018790680919340774,0.018790680919340774,0.788686581708755,HOLD
1999-06-04,AAPL,0.36117997765541077,0.5889163064407847,0.0,0.014494259185470648,0.014294259185470648,0.7999602721238029,HOLD
1999-06-07,AAPL,0.3672773540019989,0.5790510961718685,0.0,0.01688182270282268,0.0,0.7999602721238029,HOLD
1999-06-08,AAPL,0.3578958809375763,0.6432008494110046,0.0,-0.025543292996963674,-0.0,0.7999602721238029,HOLD
1999-06-09,AAPL,0.3635251224040985,0.6278790749478689,0.0,0.015728712640601827,0.0,0.7999602721238029,HOLD
1999-06-10,AAPL,0.36117997765541077,0.6467685474855231,0.0,-0.0064511215433437075,-0.0,0.7999602721238029,BUY
1999-06-11,AAPL,0.34851518273353577,0.703586694945844,1.0,-0.035065052620270265,-0.0002,0.7998002800693782,BUY
1999-06-14,AAPL,0.3410097360610962,0.7158213677719477,1.0,-0.02153549413133604,-0.02153549413133604,0.7825761858317032,BUY
1999-06-15,AAPL,0.345700204372406,0.6812873690504238,1.0,0.013754646320331076,0.013754646320331076,0.793340244486532,BUY
1999-06-16,AAPL,0.35977208614349365,0.634063284424464,1.0,0.04070544822683608,0.04070544822683608,0.825633514734744,HOLD
1999-06-17,AAPL,0.3480462431907654,0.6828601672768764,1.0,-0.03259242004687235,-0.03259242004687235,0.7987241204177337,BUY
1999-06-18,AAPL,0.3536745011806488,0.6858367839104929,1.0,0.016171006295846002,0.016171006295846002,0.8116402931976529,BUY
1999-06-21,AAPL,0.3489842712879181,0.7036467766512073,1.0,-0.01326143071404251,-0.01326143071404251,0.800876781684687,BUY
1999-06-22,AAPL,0.34054073691368103,0.7467921468915406,1.0,-0.024194598636426812,-0.024194598636426812,0.7814998893945928,BUY
1999-06-23,AAPL,0.3278759717941284,0.8496515354571748,1.0,-0.037190161841820446,-0.037190161841820446,0.7524357820286431,BUY
1999-06-24,AAPL,0.31755638122558594,0.8372902127859345,1.0,-0.03147406780702455,-0.03147406780702455,0.7287535672046421,BUY
1999-06-25,AAPL,0.3166182339191437,0.8196976872381285,1.0,-0.002954270050633423,-0.002954270050633423,0.7266006323667572,BUY
1999-06-28,AAPL,0.3194325268268585,0.8100261830875963,1.0,0.008888600232776156,0.008888600232776156,0.7330590949167477,BUY
1999-06-29,AAPL,0.34054073691368103,0.7807490847763978,1.0,0.06608034033510868,0.06608034033510868,0.7814998893945931,BUY
1999-06-30,AAPL,0.34757620096206665,0.7422764042936797,1.0,0.020659684101667297,0.020659684101667297,0.7976454302349734,BUY
1999-07-01,AAPL,0.3400717079639435,0.778732187476956,1.0,-0.021590928772888485,-0.021590928772888485,0.7804235245647501,BUY
1999-07-02,AAPL,0.34757620096206665,0.7113552458951766,1.0,0.022067384091001285,0.022067384091001285,0.7976454302349734,BUY
1999-07-06,AAPL,0.3555508553981781,0.6064957793625587,1.0,0.022943614706755433,0.022943614706755433,0.8159462996588888,HOLD
1999-07-07,AAPL,0.374313622713089,0.5227816503584909,1.0,0.05277098066294528,0.05277098066294528,0.8590045860601897,HOLD
1999-07-08,AAPL,0.4090240001678467,0.4107936990867737,1.0,0.09273073526731657,0.09273073526731657,0.938660712923548,HOLD
1999-07-09,AAPL,0.4174674451351166,0.5016408512701835,0.0,0.020642908396096615,0.020442908396096617,0.9578496678928589,HOLD
1999-07-12,AAPL,0.4090240001678467,0.5622984040557296,0.0,-0.020225397370894682,-0.0,0.9578496678928589,HOLD
1999-07-13,AAPL,0.4029264748096466,0.513248637000238,0.0,-0.014907500185069589,-0.0,0.9578496678928589,HOLD
1999-07-14,AAPL,0.41981250047683716,0.4598708881720023,0.0,0.041908454080035185,0.0,0.9578496678928589,HOLD
1999-07-15,AAPL,0.39964237809181213,0.531113722480794,0.0,-0.048045549768325424,-0.0,0.9578496678928589,HOLD
1999-07-16,AAPL,0.3982352912425995,0.5286273686670357,0.0,-0.003520864969153492,-0.0,0.9578496678928589,HOLD
1999-07-19,AAPL,0.40855494141578674,0.5927987338048368,0.0,0.025913449661850052,0.0,0.9578496678928589,HOLD
1999-07-20,AAPL,0.39682820439338684,0.5661269711405448,0.0,-0.028702962156723966,-0.0,0.9578496678928589,HOLD
1999-07-21,AAPL,0.40574079751968384,0.589026795626544,0.0,0.022459575775167773,0.0,0.9578496678928589,HOLD
1999-07-22,AAPL,0.39307594299316406,0.6027087780062503,0.0,-0.031214151014491875,-0.0,0.9578496678928589,HOLD
1999-07-23,AAPL,0.40011149644851685,0.5728957461480055,0.0,0.01789871290972167,0.0,0.9578496678928589,HOLD
1999-07-26,AAPL,0.38228732347488403,0.588721659599682,0.0,-0.04454801507040995,-0.0,0.9578496678928589,HOLD
1999-07-27,AAPL,0.4029264748096466,0.6269014671548152,0.0,0.05398858415486685,0.0,0.9578496678928589,HOLD
1999-07-28,AAPL,0.4080859124660492,0.6297385504593866,0.0,0.012804911017177734,0.0,0.9578496678928589,HOLD
1999-07-29,AAPL,0.40433359146118164,0.6198020659114012,0.0,-0.009194929033919386,-0.0,0.9578496678928589,HOLD
1999-07-30,AAPL,0.41793638467788696,0.605912090717116,0.0,0.033642500905125106,0.0,0.9578496678928589,HOLD
1999-08-02,AAPL,0.41840553283691406,0.6590042891222552,0.0,0.0011225348551280323,0.0,0.9578496678928589,BUY
1999-08-03,AAPL,0.41465312242507935,0.6403040425486004,0.0,-0.00896835753196723,-0.0,0.9578496678928589,HOLD
1999-08-04,AAPL,0.4038645923137665,0.7516891441924443,0.0,-0.026018205405560768,-0.0,0.9578496678928589,BUY
1999-08-05,AAPL,0.4109001159667969,0.7046964252058372,0.0,0.01742050129406847,0.0,0.9578496678928589,BUY
1999-08-06,AAPL,0.40620970726013184,0.6808402587713878,1.0,-0.01141496077612214,-0.0002,0.9576580979592803,BUY
1999-08-09,AAPL,0.40855494141578674,0.6782983766261037,1.0,0.00577345669918472,0.00577345669918472,0.9631870955204718,BUY
1999-08-10,AAPL,0.41559135913848877,0.6265510585086114,1.0,0.01722269640973706,0.01722269640973706,0.9797757744523973,HOLD
1999-08-11,AAPL,0.4479562044143677,0.5,1.0,0.07787660778840655,0.07787660778840655,1.056077388160009,HOLD
1999-08-12,AAPL,0.45030152797698975,0.5294070467094887,1.0,0.00523560906068532,0.00523560906068532,1.0616065965022443,HOLD
1999-08-13,AAPL,0.45077061653137207,0.5458271934148313,0.0,0.001041720991908912,0.0008417209919089121,1.0625001730596693,HOLD
1999-08-16,AAPL,0.45405465364456177,0.5532689000827055,0.0,0.00728538416824942,0.0,1.0625001730596693,HOLD
1999-08-17,AAPL,0.45264679193496704,0.5579354025945695,0.0,-0.003100643718315088,-0.0,1.0625001730596693,HOLD
1999-08-18,AAPL,0.4512396454811096,0.6015208740744237,0.0,-0.003108707449007153,-0.0,1.0625001730596693,HOLD
1999-08-19,AAPL,0.4409208595752716,0.6069133947677139,0.0,-0.022867640308590675,-0.0,1.0625001730596693,HOLD
1999-08-20,AAPL,0.44420406222343445,0.6166505873257069,0.0,0.007446240242127589,0.0,1.0625001730596693,HOLD
1999-08-23,AAPL,0.4559307396411896,0.638459783838816,0.0,0.026399302516636247,0.0,1.0625001730596693,HOLD
1999-08-24,AAPL,0.45311665534973145,0.6590322232834118,0.0,-0.006172174952872811,-0.0,1.0625001730596693,BUY
1999-08-25,AAPL,0.4606209397315979,0.6412023763375712,0.0,0.016561484318148523,0.0,1.0625001730596693,HOLD
1999-08-26,AAPL,0.4662504196166992,0.628364743501177,0.0,0.012221502323323863,0.0,1.0625001730596693,HOLD
1999-08-27,AAPL,0.4859505891799927,0.5851203867245294,0.0,0.0422523363721341,0.0,1.0625001730596693,HOLD
1999-08-30,AAPL,0.4657806158065796,0.6658047293806737,0.0,-0.04150622269529192,-0.0,1.0625001730596693,BUY
1999-08-31,AAPL,0.48970258235931396,0.6029354353456782,0.0,0.05135887098115788,0.0,1.0625001730596693,HOLD
1999-09-01,AAPL,0.5150325298309326,0.5558885583083484,0.0,0.051725166221470165,0.0,1.0625001730596693,HOLD
1999-09-02,AAPL,0.5295734405517578,0.5542340083161295,0.0,0.028232994769473052,0.0,1.0625001730596693,HOLD
1999-09-03,AAPL,0.551619827747345,0.5425505140261249,0.0,0.041630462382360456,0.0,1.0625001730596693,HOLD
1999-09-07,AAPL,0.5731967687606812,0.5413915677817138,0.0,0.03911560086853694,0.0,1.0625001730596693,HOLD
1999-09-08,AAPL,0.5591248869895935,0.593420291533401,0.0,-0.024549827455435103,-0.0,1.0625001730596693,HOLD
1999-09-09,AAPL,0.5670986175537109,0.601802888951904,0.0,0.014261090410496946,0.0,1.0625001730596693,HOLD
1999-09-10,AAPL,0.5811705589294434,0.6006544071603956,0.0,0.024813922905392527,0.0,1.0625001730596693,HOLD
1999-09-13,AAPL,0.5628774166107178,0.6437887435774117,0.0,-0.031476374770984306,-0.0,1.0625001730596693,HOLD
1999-09-14,AAPL,0.5839845538139343,0.6255718396108128,0.0,0.03749863927799768,0.0,1.0625001730596693,HOLD
1999-09-15,AAPL,0.565691351890564,0.6633920431840492,0.0,-0.031324804404328166,-0.0,1.0625001730596693,BUY
1999-09-16,AAPL,0.5764803290367126,0.6564564346722941,0.0,0.019072197427256965,0.0,1.0625001730596693,BUY
1999-09-17,AAPL,0.5774183869361877,0.6632730891881202,1.0,0.0016272157994403624,-0.0002,1.0622876730250574,BUY
1999-09-20,AAPL,0.593366265296936,0.6472158076425061,1.0,0.027619276977597806,0.027619276977597806,1.0916272904962243,BUY
1999-09-21,AAPL,0.5197234749794006,0.7502424915231011,1.0,-0.12411017380754297,-0.12411017380754297,0.9561452377396807,BUY
1999-09-22,AAPL,0.5276971459388733,0.7688341715533621,1.0,0.015342141241144969,0.015342141241144969,0.9708145530241311,BUY
1999-09-23,AAPL,0.47516193985939026,0.7333040062282841,1.0,-0.0995556001842931,-0.0995556001842931,0.8741645275301675,BUY
1999-09-24,AAPL,0.4873577952384949,0.7886612350573299,1.0,0.025666734550990444,0.025666734550990444,0.8966014764121762,BUY
1999-09-27,AAPL,0.4601520597934723,0.7801965123779571,1.0,-0.05582292047203041,-0.05582292047203041,0.8465505634993142,BUY
1999-09-28,AAPL,0.4474872052669525,0.7459042036676284,1.0,-0.02752319425062244,-0.02752319425062244,0.8232507878971487,BUY
1999-09-29,AAPL,0.4432660639286041,0.7547934949692156,1.0,-0.00943298777856727,-0.00943298777856727,0.815485073276219,BUY
1999-09-30,AAPL,0.47516193985939026,0.7384186751810284,1.0,0.07195650316222624,0.07195650316222624,0.8741645275301675,BUY
1999-10-01,AAPL,0.46320095658302307,0.7538887678192381,1.0,-0.025172435485692923,-0.025172435485692923,0.8521596773570331,BUY
1999-10-04,AAPL,0.4845435321331024,0.7411016255692918,1.0,0.04607627693068883,0.04607627693068883,0.8914240226401022,BUY
1999-10-05,AAPL,0.5098733901977539,0.7710462867302195,1.0,0.05227571185016555,0.05227571185016555,0.9380238479839517,BUY
1999-10-06,AAPL,0.504243791103363,0.7354801572190752,1.0,-0.011041170617292706,-0.011041170617292706,0.9276669666352714,BUY
1999-10-07,AAPL,0.49814626574516296,0.7147206601512175,1.0,-0.012092415347064067,-0.012092415347064067,0.9164492323709666,BUY
1999-10-08,AAPL,0.49204790592193604,0.715736058326113,1.0,-0.01224210687217453,-0.01224210687217453,0.905229962925359,BUY
1999-10-11,AAPL,0.5004915595054626,0.6801583520930191,1.0,0.017160226640343,0.017160226640343,0.9207639142507874,BUY
1999-10-12,AAPL,0.5079969167709351,0.6736261027234169,1.0,0.014995971706073252,0.014995971706073252,0.9345716638568655,BUY
1999-10-13,AAPL,0.480556845664978,0.6738492144871424,1.0,-0.05401621584709393,-0.05401621584709393,0.8840896391373954,BUY
1999-10-14,AAPL,0.5492741465568542,0.6454385013118245,1.0,0.14299515554041808,0.14299515554041808,1.0105101745975194,BUY
1999-10-15,AAPL,0.559593915939331,0.6159942493198578,0.0,0.01878801222880533,0.01858801222880533,1.0292935500802702,HOLD
1999-10-18,AAPL,0.5497435331344604,0.6159044790303343,0.0,-0.017602733918820057,-0.0,1.0292935500802702,HOLD
1999-10-19,AAPL,0.5140944123268127,0.6704810467546672,0.0,-0.06484682157948796,-0.0,1.0292935500802702,BUY
1999-10-20,AAPL,0.5638154745101929,0.5959050318821855,0.0,0.09671581910089344,0.0,1.0292935500802702,HOLD
1999-10-21,AAPL,0.5713205337524414,0.5819042867480209,0.0,0.013311197690642373,0.0,1.0292935500802702,HOLD
1999-10-22,AAPL,0.5549030303955078,0.5926958167424441,0.0,-0.028736063885369534,-0.0,1.0292935500802702,HOLD
1999-10-25,AAPL,0.5591248869895935,0.6011623740728727,0.0,0.007608278136590041,0.0,1.0292935500802702,HOLD
1999-10-26,AAPL,0.5633464455604553,0.6012778819306748,0.0,0.007550296309633664,0.0,1.0292935500802702,HOLD
1999-10-27,AAPL,0.5731967687606812,0.6088897692866182,0.0,0.017485373836744644,0.0,1.0292935500802702,HOLD
1999-10-28,AAPL,0.5844546556472778,0.6215183915430251,0.0,0.01964052747704348,0.0,1.0292935500802702,HOLD
1999-10-29,AAPL,0.6013404726982117,0.6027194993110974,0.0,0.028891577623302522,0.0,1.0292935500802702,HOLD
1999-11-01,AAPL,0.582577645778656,0.6543189774837248,0.0,-0.03120166988821982,-0.0,1.0292935500802702,BUY
1999-11-02,AAPL,0.6022787094116211,0.6253741368314578,0.0,0.03381706073983182,0.0,1.0292935500802702,HOLD
1999-11-03,AAPL,0.6116604208946228,0.6213471521912395,0.0,0.01557702660976834,0.0,1.0292935500802702,HOLD
1999-11-04,AAPL,0.627608060836792,0.6066214998175978,0.0,0.026072702102980516,0.0,1.0292935500802702,HOLD
1999-11-05,AAPL,0.6627875566482544,0.5670601333449221,0.0,0.056053288679175806,0.0,1.0292935500802702,HOLD
1999-11-08,AAPL,0.7232969999313354,0.5234123824159054,0.0,0.09129538217204924,0.0,1.0292935500802702,HOLD
1999-11-09,AAPL,0.6726379990577698,0.6182468996982939,0.0,-0.07003900317348877,-0.0,1.0292935500802702,HOLD
1999-11-10,AAPL,0.686241090297699,0.6096356319949368,0.0,0.020223495043373063,0.0,1.0292935500802702,HOLD
1999-11-11,AAPL,0.6923391222953796,0.61846082331608,0.0,0.008886136496191632,0.0,1.0292935500802702,HOLD
1999-11-12,AAPL,0.680143415927887,0.6349588612601411,0.0,-0.017615220597471115,-0.0,1.0292935500802702,HOLD
1999-11-15,AAPL,0.6712308526039124,0.5999427698964334,0.0,-0.013103947072420907,-0.0,1.0292935500802702,HOLD
1999-11-16,AAPL,0.6843648552894592,0.5692112670418572,0.0,0.019567042597335993,0.0,1.0292935500802702,HOLD
1999-11-17,AAPL,0.6773290038108826,0.6022049542768274,0.0,-0.010280848620726979,-0.0,1.0292935500802702,HOLD
1999-11-18,AAPL,0.6726379990577698,0.5950265006991964,0.0,-0.006925740263180269,-0.0,1.0292935500802702,HOLD
1999-11-19,AAPL,0.6937463283538818,0.576278510421238,0.0,0.0313814106929442,0.0,1.0292935500802702,HOLD
